# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MED15	MED15	NM_001003891.3	protein_coding	0	1	1	13	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	1	0
MED15	MED15	NM_001293234.2	protein_coding	0	1	1	13	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	1	0
MED15	MED15	NM_001293235.2	protein_coding	0	1	1	13	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	1	0
MED15	MED15	NM_001293236.2	protein_coding	0	1	1	13	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	1	0
MED15	MED15	NM_001293237.2	protein_coding	0	1	1	13	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	1	1
MED15	MED15	NM_015889.5	protein_coding	0	1	1	13	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	1	0
MEI1	MEI1	NM_152513.4	protein_coding	0	3	0	15	0	0	0	0	0	0	0	0	0	17	0	0	0	2	0	0	1	0
MICAL3	MICAL3	NM_001122731.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
MICAL3	MICAL3	NM_001136004.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MICAL3	MICAL3	NM_015241.3	protein_coding	0	3	2	11	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	3	0
MICALL1	MICALL1	NM_033386.4	protein_coding	0	0	0	6	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
MIOX	MIOX	NM_017584.6	protein_coding	0	3	0	5	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	2	0
MIR1249	MIR1249	NR_031651.1		0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
MIR1306	MIR1306	NR_031706.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MIR130B	MIR130B	NR_029845.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MIR185	MIR185	NR_029706.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR301B	MIR301B	NR_030622.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MIR3201	MIR3201	NR_036172.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR33A	MIR33A	NR_029507.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR3618	MIR3618	NR_037412.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MIR4534	MIR4534	NR_039759.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR4761	MIR4761	NR_039918.1		0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
MIR649	MIR649	NR_030379.1		0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MIR658	MIR658	NR_030395.1		0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MIR659	MIR659	NR_030396.1		0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MIR6816	MIR6816	NR_106874.1		0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1
MIR6818	MIR6818	NR_106876.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR6819	MIR6819	NR_106877.1		0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MIR6821	MIR6821	NR_106879.1		0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1
MIR6889	MIR6889	NR_106949.1		0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
MLC1	MLC1	NM_015166.3	protein_coding	0	0	0	15	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	4
MLC1	MLC1	NM_139202.2	protein_coding	0	0	0	13	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	2
MMP11	MMP11	NM_005940.5.2	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
MMP11	MMP11	NR_133013.2		0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
MN1	MN1	NM_002430.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORC2	MORC2	NM_001303256.3	protein_coding	0	3	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0
MORC2	MORC2	NM_001303257.2	protein_coding	0	3	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0
MORC2	MORC2	NM_014941.3	protein_coding	0	2	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0
MORC2-AS1	MORC2-AS1	NR_026920.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MOV10L1	MOV10L1	NM_001164104.2	protein_coding	0	8	6	20	0	0	1	0	0	0	0	0	0	20	6	0	0	1	0	0	7	0
MOV10L1	MOV10L1	NM_001164105.1	protein_coding	0	9	4	21	0	0	0	0	0	0	0	0	0	20	4	0	0	1	0	0	8	2
MOV10L1	MOV10L1	NM_001164106.1	protein_coding	0	0	1	11	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	6
MOV10L1	MOV10L1	NM_018995.3	protein_coding	0	8	6	20	0	0	1	0	0	0	0	0	0	20	6	0	0	1	0	0	7	0
MPPED1	MPPED1	NM_001044370.2	protein_coding	0	2	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
MPPED1	MPPED1	NM_001362786.1	protein_coding	0	2	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
MRTFA	MRTFA	NM_001282660.2	protein_coding	0	1	1	3	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0
MRTFA	MRTFA	NM_001282661.3	protein_coding	0	1	1	4	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	0
MRTFA	MRTFA	NM_001282662.3	protein_coding	0	1	1	4	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	0
MRTFA	MRTFA	NM_001318139.2	protein_coding	0	1	1	4	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	1
MRTFA	MRTFA	NM_020831.6	protein_coding	0	1	1	4	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	0
MTFP1	MTFP1	NM_001003704.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
MTFP1	MTFP1	NM_016498.5	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
MTMR3	MTMR3	NM_021090.4	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
MTMR3	MTMR3	NM_153050.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
MTMR3	MTMR3	NM_153051.3	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
MYH9	MYH9	NM_002473.5	protein_coding	0	4	0	26	0	0	0	0	0	0	0	0	0	28	0	0	0	2	0	0	2	0
MYO18B	MYO18B	NM_001318245.2	protein_coding	0	6	9	36	0	0	0	0	0	0	0	0	0	37	9	0	0	1	0	0	5	0
MYO18B	MYO18B	NM_032608.7	protein_coding	0	6	9	36	0	0	0	0	0	0	0	0	0	37	9	0	0	1	0	0	5	0
NAGA	NAGA	NM_000262.3	protein_coding	0	2	0	4	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0
NAGA	NAGA	NM_001362848.1	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0
NAGA	NAGA	NM_001362850.1	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0
NCAPH2	NCAPH2	NM_001185011.2	protein_coding	0	1	0	25	3	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	1	8
NCAPH2	NCAPH2	NM_014551.4	protein_coding	0	0	0	19	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	8
NCAPH2	NCAPH2	NM_152299.4	protein_coding	0	1	0	25	3	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	1	8
NCF4	NCF4	NM_000631.5	protein_coding	0	3	0	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	1
NCF4	NCF4	NM_013416.3	protein_coding	0	2	1	8	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	2	1
NCF4-AS1	NCF4-AS1	NR_147197.1		0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3
NDUFA6-DT	NDUFA6-DT	NR_034118.2		0	0	0	13	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0
NDUFA6-DT	NDUFA6-DT.2	NR_034118.2.2		0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
NEFH	NEFH	NM_021076.4	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0
NF2	NF2	NM_000268.3	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NF2	NF2	NM_016418.5	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NF2	NF2	NM_181825.3	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NF2	NF2	NM_181828.3	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NF2	NF2	NM_181829.3	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NF2	NF2	NM_181830.3	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NF2	NF2	NM_181831.3	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NF2	NF2	NM_181832.3	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NF2	NF2	NM_181833.2	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NF2	NF2	NR_156186.2		0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0
NIPSNAP1	NIPSNAP1	NM_001202502.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
NIPSNAP1	NIPSNAP1	NM_003634.4	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
NPTXR	NPTXR	NM_014293.4	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
NUP50	NUP50	NM_007172.4	protein_coding	0	0	1	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
NUP50	NUP50	NM_153645.2	protein_coding	0	0	1	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ODF3B	ODF3B	NM_001014440.3	protein_coding	0	0	0	10	1	0	1	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0
OR11H1	OR11H1	NM_001005239.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OSBP2	OSBP2	NM_001282738.1	protein_coding	0	2	0	8	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0
OSBP2	OSBP2	NM_001282739.2	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	3
OSBP2	OSBP2	NM_001282740.2	protein_coding	0	1	0	6	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
OSBP2	OSBP2	NM_001282741.1	protein_coding	0	2	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0
OSBP2	OSBP2	NM_001282742.1	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
OSBP2	OSBP2	NM_030758.4	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	3
OSM	OSM	NM_001319108.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OSM	OSM	NM_020530.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
P2RX6	P2RX6	NM_001159554.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	1
P2RX6	P2RX6	NM_001349874.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	1
P2RX6	P2RX6	NM_001349875.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	1
P2RX6	P2RX6	NM_001349876.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	1
P2RX6	P2RX6	NM_005446.4	protein_coding	0	0	0	12	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	1
P2RX6P	P2RX6P	NR_002829.1		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PACSIN2	PACSIN2	NM_001184970.3	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_001184971.1	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_001349968.1	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_001349969.1	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_001349970.1	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_001349971.1	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_001349972.1	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_001349973.1	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_001349974.1	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_007229.3	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0
PANX2	PANX2	NM_001160300.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PANX2	PANX2	NM_052839.4	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PANX2	PANX2	NR_027691.2		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
PARVB	PARVB	NM_001003828.2	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0
PARVB	PARVB	NM_001243385.1	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0
PARVB	PARVB	NM_001243386.1	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0
PARVB	PARVB	NM_013327.4	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0
PARVG	PARVG	NM_001137605.2	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0
PARVG	PARVG	NM_022141.7	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0
PATZ1	PATZ1	NM_014323.3	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1
PATZ1	PATZ1	NM_032050.2	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1
PATZ1	PATZ1	NM_032051.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PATZ1	PATZ1	NM_032052.2	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
PCAT14	PCAT14	NR_109832.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDGFB	PDGFB	NM_002608.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PDGFB	PDGFB	NM_033016.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PDXP	PDXP	NM_020315.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PES1	PES1	NM_001243225.2	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PES1	PES1	NM_001282327.1	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PES1	PES1	NM_001282328.1	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PES1	PES1	NM_014303.4	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PEX26	PEX26	NM_001127649.3	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PEX26	PEX26	NM_001199319.1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PEX26	PEX26	NM_017929.6	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PHETA2	PHETA2	NM_001002034.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PHF21B	PHF21B	NM_001135862.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PHF21B	PHF21B	NM_001242450.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PHF21B	PHF21B	NM_001284296.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PHF21B	PHF21B	NM_138415.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PHF21B	PHF21B	NR_134535.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PHF5A	PHF5A	NM_032758.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PI4KA	PI4KA	NM_001362862.1	protein_coding	0	1	0	27	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	1	0
PI4KA	PI4KA	NM_001362863.1	protein_coding	0	1	0	27	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	1	0
PI4KA	PI4KA	NM_058004.4	protein_coding	0	1	0	27	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	1	0
PICK1	PICK1	NM_001039583.1	protein_coding	0	1	0	5	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0
PICK1	PICK1	NM_001039584.1	protein_coding	0	1	0	5	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0
PICK1	PICK1	NM_012407.4	protein_coding	0	1	0	5	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0
PIK3IP1	PIK3IP1	NM_001135911.1	protein_coding	0	0	0	11	1	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0
PIK3IP1	PIK3IP1	NM_052880.5	protein_coding	0	0	1	10	0	0	0	0	0	0	0	6	0	4	1	0	0	0	0	0	0	0
PIK3IP1-AS1	PIK3IP1-AS1	NR_110542.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIM3	PIM3	NM_001001852.4	protein_coding	0	1	1	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
PITPNB	PITPNB	NM_001284277.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PITPNB	PITPNB	NM_001284278.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PITPNB	PITPNB	NM_012399.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PIWIL3	PIWIL3	NM_001008496.3	protein_coding	0	0	1	6	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0
PIWIL3	PIWIL3	NM_001255975.1	protein_coding	0	0	1	6	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0
PIWIL3	PIWIL3	NR_045648.1		0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0
PIWIL3	PIWIL3	NR_045649.1		0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0
PLA2G3	PLA2G3	NM_015715.5	protein_coding	0	1	3	2	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	1	0
PLA2G6	PLA2G6	NM_001004426.2	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_001199562.3	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_001349864.2	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_001349865.2	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_001349866.2	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_001349867.2	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_001349868.2	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_001349869.2	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_003560.4	protein_coding	0	0	0	17	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0
PLXNB2	PLXNB2	NM_012401.4	protein_coding	0	1	1	18	0	0	0	0	0	0	0	0	0	18	1	0	0	1	0	0	0	1
PMM1	PMM1	NM_002676.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PNPLA3	PNPLA3	NM_025225.3	protein_coding	0	0	1	5	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
PNPLA5	PNPLA5	NM_001177675.1	protein_coding	0	1	1	8	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	1	1
PNPLA5	PNPLA5	NM_001371410.1	protein_coding	0	2	2	7	0	1	2	0	0	0	0	0	0	4	2	0	0	0	0	0	1	1
PNPLA5	PNPLA5	NM_138814.4	protein_coding	0	1	2	7	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	1	1
POLDIP3	POLDIP3	NM_001278657.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
POLDIP3	POLDIP3	NM_001363052.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
POLDIP3	POLDIP3	NM_032311.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
POLDIP3	POLDIP3	NM_178136.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
POLDIP3	POLDIP3	NR_103820.2		0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
POLR2F	POLR2F	NM_001301129.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_001301130.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_001301131.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_001363825.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_021974.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NR_125371.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR3H	POLR3H	NM_001018050.4	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
POLR3H	POLR3H	NM_001018052.3	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
POLR3H	POLR3H	NM_001282884.1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
POLR3H	POLR3H	NM_001282885.1	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
POLR3H	POLR3H	NM_138338.4	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
POM121L1P	POM121L1P	NR_024591.1		0	0	0	12	0	0	0	0	0	0	0	1	0	3	0	3	0	0	0	0	0	5
POM121L9P	POM121L9P	NR_003714.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
POTEH	POTEH	NM_001136213.1	protein_coding	0	1	0	11	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	1	0
POTEH-AS1	POTEH-AS1.2	NR_046571.1.2		0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
PPARA	PPARA	NM_001001928.3	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
